row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
2003,22,D,1835,2307,536,27960,1434,13,1
2004,48,C,3400,4488,936,26461,1453,14,2
2005,46,D,2329,4482,522,28024,2424,14,0
2006,51,C,4492,3285,848,25770,2153,10,3
2007,49,A,5221,20757,1023,16225,1138,18,5
2008,30,D,2646,4095,419,27891,1614,10,2
2009,44,A,5004,26820,871,18226,1184,19,4
2010,38,D,2357,5266,540,28004,1101,12,2
2011,49,A,5142,9828,1214,14462,1991,20,4
2012,36,E,9445,15804,1626,29639,2016,22,8
2013,42,E,7481,52921,1148,29184,1392,21,7
2014,38,B,7927,35155,1366,22524,1716,17,7
2015,45,B,6526,12150,976,23128,1378,21,6
2016,27,D,3007,6519,521,28172,1344,12,2
2017,26,A,4937,22724,1295,16843,1215,17,4
2018,40,A,5132,38034,1118,13027,756,11,5
2019,51,C,2776,6647,720,25128,1532,16,2
2020,45,E,8297,77421,1855,29429,1897,18,7
2021,52,D,1254,2862,398,28234,2033,14,0
2022,37,D,1902,3783,449,28021,2034,12,0
2023,43,A,4819,34208,1146,15776,1416,16,4
2024,31,C,3449,3533,812,24341,1904,15,2
2025,25,E,9120,29988,769,29028,1840,18,8
2026,45,A,5272,37642,736,21260,1763,18,4
2027,29,A,4237,26951,482,17109,1376,16,3
2028,36,A,5401,12178,519,12847,1714,13,4
2029,16,E,8630,79496,1744,29063,1807,18,7
2030,51,C,3508,7577,856,26590,1436,12,3
2031,54,D,2617,5857,439,28123,2204,11,1
2032,36,A,4499,24549,955,14389,1561,18,3
2033,56,C,3918,15076,992,25104,1464,16,3
2034,29,D,2547,3709,476,28051,1880,12,1
2035,45,B,6198,24117,1234,22600,2142,19,5
2036,46,D,1597,3012,563,28014,2235,13,0
2037,33,E,7934,66110,1614,29485,2399,23,6
2038,31,D,1904,6392,539,28116,1583,11,1
2039,58,A,6093,23509,1192,20893,1968,19,5
2040,30,B,6329,25557,1164,22554,2366,17,4
2041,36,D,2002,4239,408,28027,1820,13,1
2042,41,E,8638,89114,1662,29297,1444,19,8
2043,57,E,8448,66667,1300,29127,1366,20,8
2044,47,D,2405,5106,515,28055,1623,11,1
2045,36,B,5751,23880,1197,22724,2043,19,4
2046,22,A,5947,30252,1271,17188,2387,16,4
2047,39,B,7683,30640,1149,22740,1947,16,6
2048,34,C,4095,5958,723,25900,2022,15,3
2049,33,C,3794,8133,838,26488,2196,14,2
2050,34,E,7666,30672,1538,29823,1417,19,7
2051,62,E,7845,61756,2228,28889,1785,19,7
2052,43,D,2959,4859,475,28134,1543,12,2
2053,49,A,5486,36483,1284,22117,1472,18,5
2054,34,B,8303,25064,1273,23029,1191,18,8
2055,51,D,1801,3166,530,27905,1496,13,1
2056,51,A,4915,28914,1124,12991,1559,13,4
2057,51,A,4587,33791,748,19703,1753,18,3
2058,34,D,2223,4735,435,27944,1657,13,1
2059,40,C,3788,4911,800,26698,1348,12,3
2060,35,C,3166,2304,643,25127,1333,11,2
2061,29,D,2684,5583,484,28276,1995,11,1
2062,33,B,7798,16894,1214,23184,1549,16,7
2063,36,C,3354,6814,633,24688,1925,12,2
2064,55,D,1585,1488,431,27922,1434,12,1
2065,47,B,7604,15058,1006,22755,1972,18,6
2066,51,C,3057,12122,924,24597,1264,17,2
2067,41,B,6671,16212,1231,22593,1489,18,6
2068,46,B,6491,14593,1360,22566,1712,14,5
2069,57,B,7447,18682,1156,22467,1844,17,6
2070,39,E,8025,43356,987,29781,1662,19,7
2071,48,A,5013,27799,1134,15292,1816,13,4
2072,28,E,8632,14334,1471,29535,1915,21,7
2073,43,A,5197,21034,1060,19090,1572,17,4
2074,50,C,3944,5076,790,25150,1366,17,3
2075,39,D,1983,1258,513,28091,2237,9,0
2076,49,C,4430,4255,920,26985,1579,14,3
2077,16,A,4364,16059,1039,14787,1171,15,4
2078,26,C,3118,11716,969,25448,1268,15,2
2079,60,A,5382,43348,955,19526,2217,19,4
2080,58,C,3521,18252,692,24641,2301,16,2
2081,29,E,8116,18907,1789,29368,1980,21,7
2082,40,C,3517,5536,652,26573,1229,14,3
2083,38,C,4442,14455,682,24982,1625,14,3
2084,32,E,8681,95243,1631,29818,1152,18,8
2085,35,B,5364,9588,1288,23084,1698,17,4
2086,29,A,5100,33033,1225,21126,1895,16,4
2087,49,C,3418,12637,846,26976,1726,12,2
2088,32,B,6342,35163,1167,22988,2113,15,5
2089,48,E,7782,67079,1816,28895,1384,20,7
2090,42,B,8053,10499,1014,22844,1658,15,7
2091,25,E,8734,12650,1769,29305,1685,16,8
2092,27,A,5326,23798,740,18109,2313,16,4
2093,57,A,4242,15753,996,16427,1838,17,3
2094,54,D,1314,2708,528,28218,1536,11,0
2095,48,A,5530,19932,898,21149,1693,17,4
2096,56,C,3414,3981,765,26367,1632,16,2
2097,30,B,6037,27353,1171,23064,1164,21,5
2098,61,D,2201,4466,534,28081,1928,13,1
2099,49,A,5566,41120,524,16353,1971,13,4
2100,36,D,2610,5180,497,28113,1595,10,2
2101,41,D,1371,2186,475,28221,1299,13,1
2102,35,E,9007,64659,1667,29544,1665,18,8
2103,49,D,3017,6009,446,27983,1197,11,2
2104,41,E,6798,42392,1863,29089,1454,14,6
2105,37,C,3532,13634,940,25154,1565,12,2
2106,43,B,7014,14536,1167,22608,1157,16,6
2107,50,E,8136,25614,2115,28926,1865,18,7
2108,46,A,5729,24750,999,20028,1749,15,4
2109,52,C,3174,7482,952,24793,2078,15,2
2110,40,B,6650,33040,1207,23095,1013,20,6
2111,28,D,2037,2567,457,27958,1522,13,1
2112,50,B,7614,6962,931,23056,1680,21,6
2113,43,A,4858,26784,919,21337,2132,15,3
2114,36,B,5922,11566,1085,23215,2308,17,4
2115,24,A,4487,19034,1045,13542,1644,17,3
2116,46,E,9385,52186,1373,29735,1270,18,9
2117,52,D,2907,7722,455,28054,1284,12,2
2118,46,E,7111,34121,1560,29273,1725,20,6
2119,41,E,6535,38052,1507,29024,2444,18,5
2120,51,E,7529,32498,1386,29328,1840,18,6
2121,35,A,5701,29736,964,20832,1897,11,4
2122,59,C,3654,5496,731,25311,1771,14,2
2123,45,D,2891,4556,555,27966,1489,13,2
2124,46,D,2360,4349,602,28099,1918,12,1
2125,29,A,5070,28505,838,13880,1454,20,4
2126,10,E,6741,22396,1888,29017,2174,19,5
2127,40,A,5034,20079,907,18588,1376,16,4
2128,37,B,7340,19424,1265,22607,1854,20,6
2129,33,E,6537,39085,1490,29286,1534,17,6
2130,35,B,5358,14197,1259,23275,2190,17,4
2131,22,B,7588,24502,1132,22624,1619,15,6
2132,29,D,2774,8074,534,27932,1732,9,2
2133,53,D,2236,4285,479,28038,1408,13,1
2134,41,C,3154,6247,889,25892,1827,11,2
2135,45,D,3319,4955,406,28113,2422,13,1
2136,28,D,987,2167,564,28276,1204,14,0
2137,35,E,8331,47131,2321,29050,1534,21,7
2138,36,E,8139,37216,1474,29611,1900,21,7
2139,42,E,7897,54489,1281,29083,1449,17,7
2140,21,E,7017,27950,1951,29529,2089,19,5
2141,45,E,8624,99918,1416,29122,1274,19,8
2142,61,C,3641,13813,867,25177,1506,14,3
2143,39,C,4377,6613,792,25323,1115,13,4
2144,41,A,4084,15158,939,17675,1838,16,3
2145,55,A,4376,20004,1200,19950,1563,15,3
2146,50,E,7963,21185,1443,29224,1284,14,7
2147,36,A,6680,36045,1015,14287,1811,17,5
2148,45,C,2816,3538,857,26794,2280,17,1
2149,17,B,4947,3158,1159,23086,1899,17,4
2150,47,A,5283,10048,1199,13478,1312,21,4
2151,49,D,2400,4168,465,28043,2076,13,1
2152,57,E,7812,51695,1792,29496,1696,18,7
2153,43,C,3459,1336,655,26372,1739,14,2
2154,50,D,4301,9975,624,27902,1657,11,3
2155,29,A,4445,26483,1181,17075,1880,15,3
2156,48,C,3511,8657,1103,24967,1717,14,2
2157,42,B,7446,20595,1276,23176,2074,16,6
2158,40,E,7494,45656,1702,29579,1197,24,7
2159,38,A,5587,34981,689,13730,1418,18,5
2160,37,D,3809,4506,465,28259,1922,14,2
2161,30,C,3748,5097,939,25856,1731,15,3
2162,42,A,4976,12096,914,16714,2072,16,3
2163,26,B,7544,31438,1143,22441,1731,18,6
2164,46,A,5190,19774,820,13086,1671,17,4
2165,46,E,8761,18228,1658,29327,2312,18,7
2166,44,A,5773,25742,1046,19917,1886,15,4
2167,37,D,2339,3520,448,28231,2280,14,1
2168,35,C,3474,2596,898,25733,1415,15,3
2169,34,A,4984,12960,883,20854,1521,16,4
2170,37,C,3468,5138,797,24500,2269,13,2
2171,29,C,3843,10772,740,25684,1766,13,3
2172,39,A,6272,34458,704,15845,2044,11,5
2173,51,D,2759,4991,514,27971,1966,11,1
2174,48,D,2120,3746,511,27996,1751,11,1
2175,37,D,2347,5757,459,28067,2045,10,1
2176,35,B,7234,22047,1267,22518,1694,17,6
2177,35,E,6934,39600,1073,29172,1809,17,6
2178,30,A,5442,26052,949,13484,1199,15,5
2179,31,E,7675,47923,1431,28977,1479,17,7
2180,32,D,1769,3583,426,28038,1699,11,1
2181,43,A,5495,16078,963,20811,1491,16,5
2182,44,B,5554,23850,1251,22502,1262,16,5
2183,30,D,2909,5709,452,28096,1232,16,2
2184,30,A,5489,25987,1174,18137,1365,17,5
2185,47,A,5316,36865,827,21330,1720,17,4
2186,48,E,8142,38665,2175,29476,1342,18,7
2187,57,E,9139,22052,1984,29454,1840,19,8
2188,43,B,6472,20392,1117,22552,1606,19,5
2189,32,A,5384,34443,991,17212,1982,16,4
2190,55,D,1907,3674,511,28068,1706,12,1
2191,31,E,7265,6218,1413,29373,1725,20,6
2192,34,C,3655,9135,823,25460,1917,15,2
2193,48,A,4537,16098,836,14686,1985,18,3
2194,48,E,8044,40843,2404,29054,2029,19,7
2195,40,B,6368,21217,1034,23027,1677,16,5
2196,44,A,4923,18613,845,20356,1792,17,4
2197,38,B,6019,7218,962,22914,2389,16,4
2198,40,B,5927,14990,1217,22804,1665,15,5
2199,48,D,2759,4939,474,28036,1660,13,2
2200,29,B,5484,12090,1135,22928,1767,16,4
2201,29,D,2649,4409,496,28231,1676,9,1
2202,43,E,7827,35556,1994,29509,1517,19,7
2203,44,A,4887,18567,810,13766,1526,15,4
2204,26,C,3344,13078,892,24950,1812,14,2
2205,45,A,4526,22795,1138,17654,2264,16,3
2206,62,C,3893,5251,647,25262,1781,13,3
2207,41,A,4947,32231,951,16621,1371,17,4
2208,39,A,4643,29869,1125,14385,1789,20,3
2209,37,B,7000,10874,1097,23142,2004,17,5
2210,42,A,4463,28873,966,15738,1570,14,3
2211,21,D,1897,4057,560,27951,2105,13,0
2212,31,B,7265,18411,1148,22682,1928,15,6
2213,15,B,6424,2687,1117,23237,2132,19,5
2214,27,E,7386,16829,1814,29780,1622,20,6
2215,30,B,6070,12212,1052,22828,1864,17,5
2216,49,A,5000,24040,792,19540,1399,16,4
2217,31,D,2769,6354,557,28030,1576,12,2
2218,35,C,3479,10352,665,27252,1720,12,2
2219,24,E,9007,63573,1568,29413,1093,23,8
2220,33,E,7417,31133,1811,29571,1835,18,6
2221,30,C,3481,4361,853,24712,1998,15,2
2222,53,C,3489,18553,793,26715,1630,18,2
2223,56,B,7844,13863,1142,22966,1854,15,6
2224,26,A,5987,28028,1243,19294,2342,16,4
2225,31,E,8344,39325,1856,29711,1900,17,7
2226,41,E,9783,14265,2076,29820,1520,16,9
2227,39,D,2659,5711,428,27977,2096,16,1
2228,38,A,4778,28653,1028,17089,2292,16,3
2229,49,B,6069,24280,1143,22831,1627,20,5
2230,38,E,9487,57771,2030,29203,1863,18,8
2231,51,C,3132,2636,897,26178,1648,16,2
2232,55,C,3158,2342,663,24911,1614,12,2
2233,53,E,8607,34170,1647,29160,1726,21,7
2234,54,A,5901,29960,1138,12239,2207,15,4
2235,53,E,7098,57853,1294,29602,1789,21,6
2236,49,D,1631,4533,551,28257,1778,10,0
2237,20,A,3738,22303,803,18999,1683,18,3
2238,41,E,8408,70424,1867,29078,1126,17,8
2239,36,B,5570,17363,1180,23058,1621,16,4
2240,57,A,5101,29129,1126,16467,2076,17,4
2241,55,B,5546,23478,1058,22611,1851,18,4
2242,41,B,5556,11368,1161,23110,1840,17,4
2243,56,B,7803,37048,1169,22877,2168,16,6
2244,34,E,6626,41487,2042,29698,2250,17,5
2245,36,C,3736,8311,868,25350,1587,13,3
2246,30,D,3185,10391,468,28008,1538,13,2
2247,55,C,2731,3818,736,26242,1883,13,1
2248,46,B,8075,26929,1324,22554,1076,19,7
2249,23,E,8815,37058,1733,29475,1700,17,8
2250,41,A,5216,17040,687,15862,1151,19,5
2251,33,E,7994,86366,1030,29483,2183,18,6
2252,42,D,2060,4067,446,28073,1184,12,1
2253,51,E,7384,27573,1698,29436,666,18,7
2254,28,B,7082,17558,1333,22544,1789,17,6
2255,51,C,4134,10436,774,27104,2058,13,3
2256,47,E,7836,42857,2205,29571,1990,22,6
2257,46,E,7469,59562,1344,29037,2108,19,6
2258,38,C,3134,11351,894,24333,1483,16,2
2259,28,E,6169,24446,823,28887,1757,17,5
2260,41,E,7346,47928,2203,29602,1472,18,6
2261,39,E,8081,22972,1730,29652,1959,20,7
2262,46,D,2355,3870,459,28114,2197,8,1
2263,40,A,4969,27230,1089,20081,1940,17,4
2264,35,D,2357,3136,408,27909,954,10,2
2265,40,B,6682,26251,1154,22532,1207,16,6
2266,49,C,2976,10621,1004,24835,1132,17,2
2267,47,B,6949,39060,1234,23025,1570,16,6
2268,47,B,6725,7103,1229,22608,1715,19,6
2269,34,D,1720,4149,437,27969,1439,13,1
2270,43,A,4902,13227,951,17818,1518,19,4
2271,36,E,7035,83387,1534,29603,1746,17,6
2272,41,B,7825,28774,1393,23042,2178,15,6
2273,44,D,1975,5207,373,27991,1170,11,1
2274,33,E,7732,16746,1761,29536,1522,16,7
2275,45,A,5345,25601,1221,16924,2039,12,4
2276,27,E,7791,46712,1496,29112,2099,19,6
2277,54,D,1537,4701,509,28044,1824,8,0
2278,56,D,2396,4754,423,28221,2642,10,0
2279,25,C,4080,10702,807,25512,2191,13,2
2280,45,B,7072,17131,1172,22960,1255,17,6
2281,53,B,5975,12597,1142,22724,1631,17,5
2282,27,D,2474,2696,513,28192,1196,13,2
2283,26,A,4868,26835,892,21660,1814,16,4
2284,28,A,4210,18702,1065,15884,1579,18,3
2285,33,A,4470,21074,1098,13540,2258,16,3
2286,45,C,3546,7084,864,24517,1809,14,2
2287,33,D,1972,1997,546,28266,1966,10,1
2288,26,C,3626,16697,803,27244,2176,14,2
2289,48,B,7062,22417,1213,22634,1429,22,6
2290,50,E,7259,52076,2033,29426,1761,17,6
2291,35,D,2269,5092,531,28122,1559,13,1
2292,48,C,3759,8040,947,25682,1512,17,3
2293,39,A,5690,26946,1067,17903,2367,17,4
2294,39,C,4283,8521,831,24801,1871,17,3
2295,46,A,4940,30542,1135,21891,1399,15,4
2296,49,D,3411,5487,541,28110,2080,10,2
2297,26,E,8002,45260,1733,28928,1965,23,7
2298,43,E,7791,46553,1447,29019,1549,19,7
2299,36,B,7372,18371,1081,22545,1385,21,6
2300,37,C,3302,2825,854,24884,1165,12,3
2301,43,A,4805,24467,843,16316,2294,21,3
2302,22,D,2333,4435,474,28045,2049,13,1
2303,35,C,3651,21368,761,26513,1415,13,3
2304,44,E,7419,74430,1484,29436,2217,17,6
2305,31,A,5400,17003,1338,19737,1526,18,4
2306,39,B,6085,25816,1161,23265,2714,19,4
2307,35,A,4823,23124,1044,12690,1764,17,4
2308,60,D,2163,3243,474,28119,2064,12,1
2309,27,E,7820,74356,1757,29271,1246,14,7
2310,44,E,8843,35276,1509,29005,1280,17,8
2311,57,C,3632,13134,786,27213,1523,16,3
2312,33,D,3014,6216,519,28167,1960,11,2
2313,51,E,7893,97611,1738,29305,1534,21,7
2314,32,E,8225,53439,2560,29794,1531,23,7
2315,38,D,2496,3960,516,28161,2041,16,1
2316,31,D,2448,5630,499,27910,1255,9,2
2317,37,E,8815,88509,1252,29693,1454,21,8
2318,23,B,5840,14039,1285,22507,2096,11,4
2319,45,E,7562,43581,1401,29814,1951,20,6
2320,44,D,2406,5191,546,28007,2421,12,0
2321,57,B,6006,13415,1229,22791,1494,16,5
2322,39,B,6545,27411,1380,23085,1587,15,5
2323,29,D,2657,5097,407,28174,1928,11,1
2324,40,D,3158,8054,520,28054,1383,11,2
2325,34,A,5059,21130,1055,16760,1541,14,4
2326,47,E,8097,53077,1765,29829,1278,16,7
2327,42,A,5368,23413,757,21492,1446,14,4
2328,18,A,4831,28314,987,16340,1531,17,4
2329,58,A,4968,36953,1169,16033,2488,13,3
2330,34,A,5618,16527,575,16702,1460,18,5
2331,49,A,5334,27140,1025,18969,2064,15,4
2332,46,C,3481,4818,652,27017,1444,15,3
2333,56,D,3530,6448,497,28242,1462,14,3
2334,53,B,6708,18509,1362,22807,1590,14,6
2335,42,D,1743,5149,560,27932,1630,9,1
2336,42,E,8016,38011,1586,29164,1349,18,7
2337,50,A,4918,26239,917,15657,1296,18,4
2338,54,B,7968,18228,1273,23194,1783,18,7
2339,29,B,3776,6037,1279,22857,1797,18,2
2340,61,E,7289,39902,1974,29278,1961,16,6
2341,44,D,1194,2633,437,28008,1609,11,0
2342,56,E,6017,57044,2355,29004,2249,17,4
2343,50,B,8002,25514,998,22929,942,19,8
2344,51,A,4899,24726,985,16066,1769,15,4
2345,25,B,7889,29160,1065,22438,1863,19,7
2346,29,C,3507,5398,711,26229,1888,15,2
2347,46,E,8573,61606,1598,29164,1834,17,7
2348,45,E,8005,62857,1863,29045,1462,21,7
2349,28,D,2596,4201,471,27890,1424,9,2
2350,32,E,8552,88081,1403,29776,1738,19,7
2351,37,D,1488,3468,491,27931,1533,11,0
2352,52,D,2062,5317,525,28073,1792,12,1
2353,39,E,7915,10203,1833,29750,1709,16,7
2354,51,B,6458,20700,1216,22743,1274,18,6
2355,40,B,7192,23690,1081,22562,1203,18,6
2356,48,D,2030,4343,485,27992,1131,12,1
2357,37,D,2429,4203,454,28237,1341,13,2
2358,52,D,3032,5980,479,27988,1795,12,2
2359,40,E,9360,80219,1896,29652,2171,19,8
2360,35,E,7233,39383,1223,29061,1393,18,6
2361,50,A,4756,22972,740,20006,1494,17,4
2362,35,D,2338,5177,436,28205,2568,12,0
2363,47,A,5224,25817,1177,14541,1696,20,4
2364,40,A,5553,23454,1272,13123,2230,15,4
2365,29,C,3861,4734,937,27249,2470,15,2
2366,16,E,7780,30321,1099,28911,1711,21,7
2367,40,B,5786,20446,1209,22718,1600,18,5
2368,47,B,6287,13028,1343,22982,1572,20,5
2369,50,A,4505,23045,901,21528,1349,15,4
2370,34,C,3399,4827,721,24779,2012,14,2
2371,55,E,8091,34254,1435,29615,2061,20,7
2372,35,D,3713,10198,455,28129,1524,16,3
2373,38,E,8523,116009,1884,29201,1612,17,7
2374,22,B,5918,23498,1120,22586,1829,18,5
2375,60,A,5012,15745,809,16944,1687,16,4
2376,53,D,3158,5402,430,28222,2044,13,2
2377,46,B,6522,16194,1247,23048,2142,18,5
2378,34,B,6736,27815,1325,22663,1803,21,5
2379,36,B,6713,25658,1047,22847,2332,17,5
2380,43,C,3412,1989,884,24421,1571,13,2
2381,49,A,5093,25971,890,15267,1580,15,4
2382,49,E,8788,54766,1820,28925,1892,22,7
2383,49,A,5222,22514,977,18305,1769,19,4
2384,44,A,4590,30720,1172,13996,1289,16,4
2385,24,E,7327,61200,1814,29198,1206,18,7
2386,41,B,6799,21597,1222,23211,1928,20,5
2387,49,E,8895,102245,1490,29649,2332,18,7
2388,43,A,4290,15579,823,13955,1828,17,3
2389,50,A,4303,27367,1176,13784,1267,20,4
2390,43,E,8893,8513,1481,29315,1600,19,8
2391,41,E,7058,31428,1425,29138,1801,20,6
2392,38,C,3115,3475,797,25810,1606,16,2
2393,45,A,4631,40554,1132,17087,2118,16,3
2394,43,E,8748,77017,1287,28994,1746,20,8
2395,31,B,7266,24742,1084,23011,1696,13,6
2396,56,E,8970,45823,1980,29808,1236,18,8
2397,42,D,2099,3343,527,28080,1644,10,1
2398,33,E,7225,54673,1906,29210,1109,21,7
2399,39,D,1745,1914,551,28016,1779,11,0
2400,42,B,7778,28781,1224,22700,1703,12,7
2401,31,A,5592,27175,1144,14237,1293,17,5
2402,50,C,3760,6962,678,25490,2047,21,2
2403,42,A,5058,16938,1132,17820,1396,16,4
2404,23,C,3410,6452,856,25783,1862,16,2
2405,48,D,2161,3251,568,28185,2420,13,0
2406,54,E,7483,31563,1534,29859,1537,16,6
2407,36,A,5101,29725,915,19531,1859,17,4
2408,52,D,2583,5828,437,28005,1548,11,2
2409,46,B,6814,11480,1419,22519,1630,19,6
2410,35,D,1766,3371,444,28214,2115,10,0
2411,45,E,7782,49401,1796,29084,2052,17,6
2412,53,D,1481,2012,504,28074,1372,10,1
2413,34,A,4661,22754,988,20939,2422,19,3
2414,51,B,8115,3275,1334,22905,2164,16,6
2415,37,C,3679,13748,1019,26733,1255,15,3
2416,48,C,3406,1593,742,26644,1561,15,2
2417,34,C,3206,5940,890,24716,1632,14,2
2418,50,A,4338,12601,882,15304,693,18,4
2419,45,E,7031,8076,2067,29624,1413,24,6
2420,38,C,3101,9226,693,26471,1969,18,2
2421,25,A,4851,35687,964,15787,2211,14,3
2422,34,C,3322,7790,943,26588,1303,15,3
2423,35,B,6805,12731,1341,22466,1796,19,6
2424,41,B,5765,18718,1162,23247,1548,15,5
2425,43,D,2363,4701,596,28121,1228,13,2
2426,34,C,4065,5940,741,26685,2559,16,2
2427,9,D,3651,2631,523,28174,1696,11,2
2428,41,C,3739,1656,639,24504,1064,16,3
2429,56,C,3210,7205,623,26428,1132,16,3
2430,44,B,8152,33085,1086,23061,1700,18,7
2431,46,E,8321,45305,1627,29264,756,17,8
2432,49,C,3615,10739,791,26946,1470,14,3
2433,40,E,8165,61416,2118,28956,1523,19,7
2434,55,C,4028,14975,682,24837,1845,14,3
2435,41,C,3015,1131,960,27231,1596,13,2
2436,52,A,5349,39973,1235,18225,1685,18,4
2437,47,E,7009,19302,1896,29428,1284,19,6
2438,40,D,2723,6670,489,27906,1562,15,2
2439,56,B,8263,10512,1384,22571,2359,17,6
2440,56,C,2956,7230,743,24712,1488,15,2
2441,58,B,6087,11742,1276,23115,1477,18,5
2442,45,B,5385,25323,1109,22925,1811,20,4
2443,40,B,7347,26038,1122,22728,2227,16,6
2444,26,E,9505,1507,1445,29133,1942,20,8
2445,42,B,7151,20910,1199,22769,1533,19,6
2446,44,B,6997,27303,1274,23091,1274,17,6
2447,42,A,5267,29030,1266,19553,1145,16,5
2448,31,E,8946,33039,1906,29591,1497,19,8
2449,43,B,6388,20979,1279,23223,1697,16,5
2450,42,A,5315,15359,1212,17071,1378,20,4
2451,54,E,9479,55484,1482,29240,1370,19,9
2452,33,D,2974,7322,529,28056,1984,14,1
2453,43,D,3093,4511,443,28223,1333,13,2
2454,36,B,6918,19986,1368,23119,1396,15,6
2455,29,B,4636,16818,1076,22571,2283,18,3
2456,37,D,1911,2979,515,28250,1754,15,1
2457,29,E,7965,71430,1552,29251,1646,20,7
2458,32,D,2188,6367,474,28038,1616,12,1
2459,29,E,7017,58128,852,29641,1827,19,6
2460,44,D,3440,9857,487,27983,1990,12,2
2461,30,A,4980,33802,1331,17290,1083,19,4
2462,26,A,5446,14900,1027,20602,2787,15,3
2463,37,C,3653,4192,784,25316,1395,17,3
2464,38,D,2579,4642,505,28250,1533,13,2
2465,45,C,3470,4879,715,25931,1828,16,2
2466,46,B,6827,22494,1211,22810,1547,17,6
2467,28,C,3625,7089,616,26568,1793,13,2
2468,42,D,2210,5259,476,28108,2251,11,0
2469,17,B,8832,20883,1127,22813,2260,18,7
2470,38,D,2597,4064,497,28173,1599,11,1
2471,41,C,4510,11703,699,25943,1495,18,4
2472,35,C,4015,10511,957,26848,1506,14,3
2473,44,A,4837,15518,1055,21137,1655,17,4
2474,43,C,3563,5325,775,27088,2348,16,2
2475,72,D,1682,2528,463,28113,1506,14,1
2476,56,A,5188,10822,733,15582,1874,15,4
2477,48,C,4224,10328,763,25416,900,14,4
2478,13,A,4768,17189,1121,19789,1468,19,4
2479,36,A,4774,25873,777,21723,748,16,5
2480,56,E,7842,77238,2003,29696,1624,19,7
2481,38,A,5059,14865,907,21143,2266,19,3
2482,26,D,1973,4924,446,27914,1579,12,1
2483,28,C,4426,5333,814,25662,1657,12,3
2484,53,A,5070,17991,1018,21692,1160,18,4
2485,39,C,3658,8418,541,26417,1612,15,3
2486,30,B,7606,12662,1240,22792,2246,17,6
2487,35,B,7482,15798,1066,23258,1626,18,6
2488,26,A,4203,18022,976,19761,1639,13,3
2489,32,A,4878,22556,1036,16781,2224,19,3
2490,39,B,5947,30566,1384,22895,1302,20,5
2491,39,A,5412,25003,1007,17238,1812,16,4
2492,47,A,4566,24546,993,20065,1494,14,4
2493,37,B,6349,19832,1111,22617,1963,19,5
2494,36,B,8003,28359,1284,22580,1822,21,7
2495,31,E,9464,83359,1989,29423,2636,15,7
2496,45,D,2732,6590,528,28093,1252,9,2
2497,36,C,3376,4227,806,26387,1328,16,3
2498,32,A,5552,33634,971,19669,1477,16,5
2499,40,A,4642,31181,1003,17819,1365,18,4
2500,30,A,5760,35224,664,17328,1433,17,5
2501,44,A,4794,24191,1320,15413,2039,15,3
2502,51,D,2799,7814,525,28226,1685,14,2
2503,27,B,6939,17531,1129,22784,1380,19,6
2504,47,A,4468,28311,791,21065,1582,14,3
2505,63,A,4872,32651,1112,15990,1116,17,4
2506,37,E,8155,43390,1853,29136,1464,17,7
2507,38,B,7890,37852,1187,22462,1442,16,7
2508,47,E,7294,64834,2148,29191,1914,16,6
2509,29,D,3294,7511,427,27938,1669,10,2
2510,29,C,3834,10458,912,27153,2085,17,2
2511,31,D,3273,4072,512,27936,1122,8,
2512,58,A,4364,16134,812,20933,1594,14,
2513,25,B,7074,5812,1333,23043,1035,16,
2514,35,E,7241,61069,1917,29747,1592,19,
2515,46,E,8674,37529,1737,29232,2135,19,
2516,48,C,3897,11371,731,25238,1544,12,
2517,36,B,6867,19200,1163,22990,2282,18,
2518,43,E,8432,42912,1966,29436,1754,23,
2519,46,A,5336,22821,1011,12923,2182,17,
2520,43,B,8398,25896,1281,22619,2514,16,
2521,40,A,4390,22456,1068,19343,1549,12,
2522,35,C,3646,11814,655,25905,1834,14,
2523,35,D,3326,2715,511,28058,1506,14,
2524,43,D,3793,6834,446,28169,1810,15,
